AnimalID,DOB,Season,Age,Sex,Group,BehaviorMoM,Evento,ngroup,TransFer,Death,EventDate,Status,Asterisk
3S1,7/26/2013,2014,5.58,f,F,7J8,,F,11/10/2015,,,Remove,
3S2,09/06/2013,2014,5.42,f,F,87K,,F,12/12/2014,,,Remove,*
3S3,10/01/2013,2014,5.33,F,MM,68V,F,F,,,01/01/2015,IN CS,
3S4,8/27/2013,2014,5.5,F,F,0C6,F,F,,,08/02/2017,IN CS,
3S5,09/03/2013,2014,5.42,f,F,36Z,,F,12/04/2014,,,Remove,
3S6,8/22/2013,2014,5.5,f,F,34N,,F,10/27/2015,,,Remove,
3S7,8/20/2013,2014,5.5,M,F,55V,,F,,,,IN CS,
3S8,8/26/2013,2014,5.5,M,F,64P,,F,,,,IN CS,
3S9,8/14/2013,2014,5.5,m,F,00J,,F,,15-Mar-18,,Dead,***
3T,04/04/1967,<=2013,51.83,m,E,114,,E,,05-May-70,,Dead,
3T0,07/07/2014,2015,4.58,M,R,5F7,,R,,,,IN CS,
3T1,07/06/2014,2015,4.58,m,KK,4F1,,KK,12/05/2018,,,Remove,
3T2,8/23/2014,2015,4.5,m,S,8I6,,S,,23-Oct-17,,Dead,
3T3,08/12/2014,2015,4.5,F,KK,24V,,KK,,,,IN CS,-
3T4,07/12/2014,2015,4.58,M,F,4C1,,F,,,,IN CS,
3T5,09/12/2014,2015,4.42,F,S,82V,,S,,,,IN CS,
3T6,8/22/2014,2015,4.5,m,HH,8H7,,HH,11/10/2016,,,Remove,
3T7,8/15/2014,2015,4.5,f,S,4H3,,S,12/09/2015,,,Remove,
3T8,08/11/2014,2015,4.5,m,S,82Z,,S,12/09/2015,,,Remove,
3T9,7/18/2014,2015,4.58,f,KK,9C5,,KK,12/12/2018,,,Remove,
3U,02/06/1967,<=2013,52,m,E,24,L,L,,20-Oct-72,9/21/1971,Dead,
3U0,9/23/2014,2015,4.42,F,V,1I6,,V,,,,IN CS,
3U1,8/22/2014,2015,4.5,M,V,52Z,,V,,,,IN CS,
3U2,9/27/2014,2015,4.42,m,V,5C6,,V,,19-Oct-17,,Dead,
3U3,8/22/2014,2015,4.5,M,V,0M3,,V,,,,IN CS,
3U4,8/15/2014,2015,4.5,F,V,3D9,,V,,,,IN CS,
3U5,08/12/2014,2015,4.5,f,V,2.00E+04,,V,,26-Apr-18,,Dead,
3U6,9/27/2014,2015,4.42,M,V,1B0,,V,,,,IN CS,
3U7,09/06/2014,2015,4.42,M,V,81E,,V,,,,IN CS,
3U8,9/27/2014,2015,4.42,F,R,26V,,R,,,,IN CS,
3U9,8/15/2014,2015,4.5,M,KK,1.00E+02,,KK,,,,IN CS,-
3V,02/09/1967,<=2013,52,m,C,LN,K,K,,20-Oct-70,11/10/1969,Dead,
3V0,9/20/2015,2016,3.42,M,S,2B1,,S,,,,IN CS,
3V1,08/10/2015,2016,3.5,F,S,9L6,,S,,,,IN CS,
3V2,10/03/2015,2016,3.33,M,S,98V,,S,,,,IN CS,
3V3,09/06/2015,2016,3.42,m,R,85V,,R,,16-Feb-17,,Dead,
3V4,09/02/2015,2016,3.42,f,R,0L7,,R,,01-Aug-17,,Dead,***
3V5,7/24/2015,2016,3.58,F,S,8M6,,S,,,,IN CS,
3V6,08/08/2015,2016,3.5,F,S,74K,,S,,,,IN CS,
3V7,07/07/2015,2016,3.58,M,R,89K,,R,,,,IN CS,
3V8,9/24/2015,2016,3.42,M,S,82Z,,S,,,,IN CS,
3V9,8/20/2015,2016,3.5,M,S,6M9,,S,,,,IN CS,
3W0,9/22/2015,2016,3.42,M,F,4C1,,F,,,,IN CS,
3W1,09/07/2015,2016,3.42,M,F,0A4,,F,,,,IN CS,
3W2,7/27/2015,2016,3.58,M,F,8B0,,F,,,,IN CS,
3W3,9/23/2015,2016,3.42,m,F,7B7,,F,,30-Nov-16,,Dead,
3W4,8/28/2015,2016,3.5,F,F,1H6,,F,,,,IN CS,
3W5,7/18/2015,2016,3.58,M,F,0G5,,F,,,,IN CS,
3W6,08/12/2015,2016,3.5,F,MM,0C6,F,F,,,08/02/2017,IN CS,
3W7,9/25/2015,2016,3.42,F,F,61J,,F,,,,IN CS,
3W8,8/18/2015,2016,3.5,f,KK,83Z,,KK,,02-Dec-16,,Dead,
3W9,8/24/2015,2016,3.5,m,KK,5M5,,KK,10/31/2018,,,Remove,
3X,1/24/1967,<=2013,52.08,f,C,EW,,C,12/02/1968,,,Remove,
3X0,07/09/2015,2016,3.58,F,F,4C2,,F,,,,IN CS,
3X1,7/19/2015,2016,3.58,f,HH,7.00E+00,,HH,11/17/2016,,,Remove,
3X2,7/20/2015,2016,3.58,F,MM,6C5,F,F,,,3/20/2018,IN CS,
3X3,7/15/2015,2016,3.58,m,KK,4D8,,KK,11/27/2018,,,Remove,
3X4,8/22/2015,2016,3.5,m,KK,6L1,,KK,10/31/2018,,,Remove,
3X5,7/22/2015,2016,3.58,m,KK,6K6,,KK,10/31/2018,,,Remove,
3X6,07/07/2015,2016,3.58,M,KK,9H9,,KK,,,,IN CS,-
3X7,7/20/2015,2016,3.58,m,KK,8L3,,KK,10/31/2018,,,Remove,
3X8,8/30/2015,2016,3.5,F,V,14E,,V,,,,IN CS,
3X9,10/20/2015,2016,3.33,F,V,0F0,,V,,,,IN CS,
3Y0,07/06/2017,2018,1.58,M,F,9H7,,F,,,,IN CS,
3Y1,07/05/2017,2018,1.58,M,F,5K1,,F,,,,IN CS,
3Y3,08/04/2017,2018,1.5,F,F,3.00E+02,,F,,,,IN CS,
3Y4,9/13/2016,2017,2.42,F,F,2L8,,F,,,,IN CS,
3Y5,08/02/2016,2017,2.5,F,F,8P8,,F,,,,IN CS,
3Y6,07/03/2016,2017,2.58,M,F,8N7,,F,,,,IN CS,
3Y8,7/27/2016,2017,2.58,M,F,4C2,,F,,,,IN CS,
3Y9,8/24/2016,2017,2.5,F,F,0A9,,F,,,,IN CS,
3Z,3/17/1967,<=2013,51.92,m,A,DT,E,E,05/10/1971,,08/10/1970,Remove,
400,04/10/1970,<=2013,48.83,f,A,LH,,A,11/05/1971,,,Remove,
401,03/09/1969,<=2013,49.92,f,A,LI,nK,nK,3/13/1972,,11/10/1969,Remove,
402,03/08/1971,<=2013,47.92,m,E,102,,E,4/26/1971,,,Remove,
403,03/06/1971,<=2013,47.92,m,E,131,,E,4/27/1971,,,Remove,
404,03/05/1971,<=2013,47.92,f,L,62,,L,,28-Jan-85,,Dead,
405,03/10/1971,<=2013,47.92,f,L,U5,nV,V,,10-Feb-93,12/31/1991,Dead,
406,3/22/1971,<=2013,47.92,f,L,3J,,L,,19-Jun-74,,Dead,
407,03/04/1971,<=2013,47.92,m,F,OT,M,M,01/09/1984,,09/01/1983,Remove,
408,2/22/1971,<=2013,48,f,F,ZM,nY,nY,1/13/1995,,11/01/1992,Remove,
409,03/11/1971,<=2013,47.92,m,F,OS,J,J,,03-Oct-80,11/01/1979,Dead,
40A,12/01/1992,<=2013,26.17,f,S,K80,nCC,CC,2/26/2004,,01/01/1996,Remove,
40B,12/24/1992,<=2013,26.17,m,F,L92,X,X,02/08/1996,,12/08/1995,Remove,
40C,01/03/1994,<=2013,25.08,m,S,I56,HH,HH,,14-Jan-10,06/05/2002,Dead,***
40D,02/08/1995,<=2013,24,m,F,X46,,F,1/17/1997,,,Remove,
40E,03/03/1996,<=2013,22.92,m,R,Z53,,R,1/21/1998,,,Remove,
40F,1/29/1996,<=2013,23.08,m,S,G11,nGG,nGG,2/13/1998,,05/01/1997,Remove,
40G,12/25/1996,<=2013,22.17,m,V,J79,,V,,03-Mar-98,,Dead,
40H,1/16/1997,<=2013,22.08,f,C,T86,,C,1/27/1999,,,Remove,
40I,1/14/1998,<=2013,21.08,m,E,L88,,E,1/24/2001,,,Remove,
40J,12/13/1997,<=2013,21.17,f,F,V36,,F,4/24/2001,,,Remove,
40K,12/21/1998,<=2013,20.17,m,H,V80,,H,1/17/2001,,,Remove,
40L,12/26/1999,<=2013,19.17,F,F,64A,,F,,,,IN CS,
40N,2/14/2000,<=2013,19,m,R,30D,KK,KK,,19-May-08,4/20/2006,Dead,
40O,12/05/2000,<=2013,18.17,m,F,73B,,F,,05-Feb-02,,Dead,***
40P,12/18/2000,<=2013,18.17,m,V,J41,,V,1/23/2003,,,Remove,
40R,12/17/2001,<=2013,17.17,f,R,Z53,,R,03/12/2004,,,Remove,
40S,11/15/2001,<=2013,17.25,m,F,R65,,F,1/29/2004,,,Remove,
40T,11/09/2002,<=2013,16.25,f,R,K81,,R,,05-Oct-09,,Dead,
40V,11/10/2003,<=2013,15.25,f,R,96A,,R,,20-Sep-12,,Dead,
40Z,12/07/2003,<=2013,15.17,f,V,14E,,V,,28-Apr-15,,Dead,
410,2/22/1971,<=2013,48,m,F,4,M,M,,12-May-83,09/01/1976,Dead,
411,03/09/1971,<=2013,47.92,f,F,N2,,F,,07-Jul-82,,Dead,
412,03/12/1971,<=2013,47.92,m,F,K,L,L,,28-Dec-75,10/01/1975,Dead,
413,3/16/1971,<=2013,47.92,m,F,YB,I,I,,03-Sep-79,12/01/1978,Dead,
414,4/13/1971,<=2013,47.83,m,F,WX,I,I,,14-Aug-86,11/05/1985,Dead,
415,03/12/1971,<=2013,47.92,m,F,FB,,F,,29-Sep-83,,Dead,
416,2/19/1971,<=2013,48,f,J,Z1,,J,2/22/1984,,,Remove,
417,2/27/1971,<=2013,48,f,J,XJ,,J,2/22/1984,,,Remove,
418,02/01/1971,<=2013,48,m,J,LA,M,M,1/24/1984,,10/01/1980,Remove,
419,02/03/1971,<=2013,48,f,J,WF,,J,,12-Dec-72,,Dead,
41A,3/20/1993,<=2013,25.92,m,S,S11,,S,01/09/1996,,,Remove,
41B,01/04/1993,<=2013,26.08,m,F,J85,,F,2/16/1996,,,Remove,
41C,12/26/1993,<=2013,25.17,f,R,K83,nBB,BB,02/03/2004,,01/01/1996,Remove,
41D,01/09/1995,<=2013,24.08,f,F,I12,,F,2/14/1997,,,Remove,
41E,2/28/1996,<=2013,23,m,R,C12,,R,,02-Jun-97,,Dead,
41F,12/04/1995,<=2013,23.17,m,S,S37,,S,,07-Jun-01,,Dead,
41G,2/18/1997,<=2013,22,f,C,53B,,C,,11-Sep-98,,Dead,
41H,2/21/1997,<=2013,22,m,B,36B,,B,1/27/1999,,,Remove,
41I,02/01/1998,<=2013,21,f,F,V76,nLL,nLL,1/17/2002,,07/01/2000,Remove,
41J,1/21/1998,<=2013,21.08,m,C,E04,,C,1/30/2001,,,Remove,
41K,11/09/1998,<=2013,20.25,m,F,L84,nKK,KK,1/17/2001,,06/07/2000,Remove,
41L,1/20/2000,<=2013,19.08,m,F,S16,,F,1/30/2002,,,Remove,
41N,02/04/2000,<=2013,19,m,S,36D,HH,HH,10/27/2016,,3/13/2014,Remove,
41O,12/08/2000,<=2013,18.17,f,F,K04,,F,02/11/2003,,,Remove,
41P,11/27/2000,<=2013,18.25,f,BB,K79,BB,BB,2/19/2003,,11/27/2001,Remove,
41R,11/01/2001,<=2013,17.25,m,R,X28,,R,1/23/2004,,,Remove,
41S,11/04/2002,<=2013,16.25,f,V,81E,,V,02/09/2005,,,Remove,
41T,11/28/2002,<=2013,16.25,m,R,H02,,R,7/23/2007,,,Remove,
41V,10/19/2003,<=2013,15.33,m,HH,13A,,HH,03/08/2005,,,Remove,
41Z,11/29/2003,<=2013,15.25,f,R,31A,,R,,13-Jun-08,,Dead,
42,01/01/1938,<=2013,81.08,f,U,?,,U,01/01/1959,,,Remove,
420,2/17/1971,<=2013,48,f,J,31,,J,2/21/1984,,,Remove,
421,4/30/1971,<=2013,47.83,f,K,XP,,K,3/13/1972,,,Remove,
422,04/04/1971,<=2013,47.83,m,K,XK,,K,02/11/1972,,,Remove,
423,2/26/1971,<=2013,48,m,K,HJ,,K,3/13/1972,,,Remove,
424,3/20/1971,<=2013,47.92,f,K,2X,,K,2/14/1972,,,Remove,
425,02/08/1971,<=2013,48,f,K,BY,,K,2/18/1972,,,Remove,
426,3/15/1971,<=2013,47.92,m,K,UI,,K,2/18/1972,,,Remove,
427,4/26/1971,<=2013,47.83,m,K,GK,,K,2/14/1972,,,Remove,
428,03/03/1971,<=2013,47.92,f,K,X5,,K,2/14/1972,,,Remove,
429,03/06/1971,<=2013,47.92,m,K,JM,,K,2/18/1972,,,Remove,
42A,12/16/1992,<=2013,26.17,f,S,470,,S,03/12/2010,,,Remove,
42B,01/10/1993,<=2013,26.08,f,F,R65,,F,02/09/2010,,,Remove,
42C,12/22/1993,<=2013,25.17,m,F,L26,,F,02/02/1996,,,Remove,
42D,02/02/1995,<=2013,24,f,F,J29,,F,1/29/1997,,,Remove,
42E,12/12/1995,<=2013,23.17,m,R,J69,,R,2/13/1998,,,Remove,
42F,11/30/1995,<=2013,23.25,m,S,O36,R,R,,15-Mar-10,4/24/2007,Dead,
42G,02/07/1997,<=2013,22,f,B,Z67,,B,1/21/1999,,,Remove,
42H,12/30/1996,<=2013,22.17,m,B,777,,B,1/26/1999,,,Remove,
42I,01/02/1998,<=2013,21.08,f,F,S16,,F,02/06/2001,,,Remove,
42J,2/13/1998,<=2013,21,m,CC,Z75,S,S,2/13/2001,,2/14/2001,Remove,
42K,12/15/1998,<=2013,20.17,f,F,70B,,F,1/29/2002,,,Remove,
42L,12/30/1999,<=2013,19.17,F,F,J91,F,F,,,08/02/2017,IN CS,
42N,2/18/2000,<=2013,19,m,R,87F,,R,02/06/2002,,,Remove,
42O,12/25/2000,<=2013,18.17,f,F,V37,,F,03/10/2010,,,Remove,
42P,1/17/2001,<=2013,18.08,f,F,R59,,F,,11-Jul-01,,Dead,
42R,12/06/2001,<=2013,17.17,f,R,V60,,R,02/05/2004,,,Remove,
42S,11/13/2002,<=2013,16.25,m,KK,37D,,KK,02/10/2005,,,Remove,
42T,12/28/2002,<=2013,16.17,m,R,K28,KK,KK,12/13/2018,,1/31/2018,Remove,
42V,10/30/2003,<=2013,15.33,f,HH,73C,,HH,1/29/2010,,,Remove,
42Z,10/18/2003,<=2013,15.33,f,F,92D,,F,2/16/2006,,,Remove,
430,2/25/1971,<=2013,48,f,L,XN,,L,,06-Nov-78,,Dead,
431,2/13/1971,<=2013,48,f,L,G4,,L,,08-Sep-83,,Dead,
432,2/23/1971,<=2013,48,f,L,TV,,L,2/24/1992,,,Remove,
433,4/30/1971,<=2013,47.83,m,L,DZ,F,F,,14-Sep-82,01/01/1975,Dead,
434,03/09/1971,<=2013,47.92,m,F,J2,nM,nM,,18-Apr-74,08/01/1973,Dead,
435,4/17/1971,<=2013,47.83,m,F,DL,X,X,,25-Mar-96,03/12/1996,Dead,
436,06/03/1971,<=2013,47.67,m,F,65,I,I,,23-Oct-89,08/04/1989,Dead,
437,3/17/1971,<=2013,47.92,f,F,WT,,F,,27-May-76,,Dead,
438,04/11/1971,<=2013,47.83,f,F,YL,nM,nM,,15-Aug-83,08/01/1973,Dead,
439,3/15/1971,<=2013,47.92,m,F,1A,X,X,,03-Feb-95,12/06/1993,Dead,
43A,01/03/1993,<=2013,26.08,m,S,869,GG,GG,3/13/2002,,09/10/1997,Remove,
43B,1/17/1993,<=2013,26.08,m,F,I68,,F,,02-May-95,,Dead,
43C,12/30/1993,<=2013,25.17,m,F,I12,,F,02/02/1996,,,Remove,
43D,01/01/1995,<=2013,24.08,m,F,R69,,F,2/21/1997,,,Remove,
43E,3/17/1996,<=2013,22.92,m,R,J99,,R,1/28/1998,,,Remove,
43F,01/11/1996,<=2013,23.08,F,F,Z14,,F,,,,IN CS,
43G,12/08/1996,<=2013,22.17,m,F,V76,,F,1/28/1999,,,Remove,
43H,3/29/1997,<=2013,21.92,m,BB,K89,F,F,,28-Jun-11,03/08/2010,Dead,*
43I,12/26/1997,<=2013,21.17,f,F,J92,,F,2/24/2010,,,Remove,
43J,01/12/1998,<=2013,21.08,F,F,H74,,F,,,,IN CS,
43K,11/25/1998,<=2013,20.25,f,F,V05,KK,KK,,19-Feb-03,09/01/2000,Dead,
43L,1/17/2000,<=2013,19.08,m,F,39B,,F,1/23/2002,,,Remove,
43N,11/11/1999,<=2013,19.25,m,S,D82,HH,HH,11/10/2016,,05/01/2009,Remove,
43O,11/05/2000,<=2013,18.25,f,CC,80C,,CC,1/23/2003,,,Remove,
43P,1/16/2001,<=2013,18.08,M,F,H74,,F,,,,IN CS,
43R,01/10/2002,<=2013,17.08,m,R,95A,X,X,,17-Sep-08,8/26/2008,Dead,*
43S,10/31/2002,<=2013,16.33,f,V,67F,,V,,23-Feb-03,,Dead,
43T,11/07/2002,<=2013,16.25,m,R,X34,,R,,26-Aug-08,,Dead,*
43V,12/18/2003,<=2013,15.17,M,HH,X20,S,S,,,06/11/2014,IN CS,
43Z,11/19/2004,<=2013,14.25,m,V,79I,,V,,19-Aug-10,,Dead,***
440,3/13/1971,<=2013,47.92,m,I,3R,F,F,,23-Oct-78,04/01/1978,Dead,
441,04/08/1971,<=2013,47.83,f,I,WD,,I,,15-Jul-82,,Dead,
442,03/08/1971,<=2013,47.92,m,I,AA,I,I,,12-Aug-77,11/01/1976,Dead,
443,03/06/1971,<=2013,47.92,f,I,YI,T,T,02/03/1992,,09/08/1987,Remove,
445,3/20/1971,<=2013,47.92,m,I,FH,X,X,,21-Oct-77,09/01/1977,Dead,
446,02/08/1971,<=2013,48,f,I,NU,nQ,nQ,03/10/1994,,03/01/1985,Remove,
447,02/11/1971,<=2013,48,f,J,XQ,,J,,16-Feb-79,,Dead,
448,2/14/1971,<=2013,48,m,J,TN,O,O,,08-Oct-77,10/03/1977,Dead,
449,2/28/1971,<=2013,48,m,K,DR,,K,02/11/1972,,,Remove,
44A,02/03/1993,<=2013,26,m,S,I56,,S,,01-Apr-94,,Dead,
44B,01/01/1993,<=2013,26.08,f,F,L88,EE,EE,2/22/2002,,09/09/1997,Remove,
44C,1/15/1994,<=2013,25.08,m,F,J28,,F,1/16/1996,,,Remove,
44D,12/29/1994,<=2013,24.17,m,F,L92,,F,1/24/1997,,,Remove,
44E,1/22/1996,<=2013,23.08,m,R,H02,X,X,,11-Dec-08,11/12/2008,Dead,*
44F,2/27/1996,<=2013,23,m,F,Z97,,F,02/09/1998,,,Remove,
44G,02/12/1997,<=2013,22,m,F,O69,,F,1/26/1999,,,Remove,
44H,04/09/1997,<=2013,21.83,m,S,J74,R,R,,24-Sep-13,05/10/2005,Dead,
44I,12/28/1997,<=2013,21.17,m,F,X97,,F,02/06/2001,,,Remove,
44J,11/28/1997,<=2013,21.25,f,F,48B,,F,,25-Mar-15,,Dead,
44K,11/25/1998,<=2013,20.25,m,F,R68,,F,2/14/2001,,,Remove,
44L,01/03/2000,<=2013,19.08,m,F,X87,,F,,24-Jun-02,,Dead,***
44N,11/19/1999,<=2013,19.25,f,D,L37,,D,02/08/2002,,,Remove,
44O,1/17/2001,<=2013,18.08,m,BB,31D,,BB,1/23/2003,,,Remove,
44P,12/04/2000,<=2013,18.17,m,LL,07F,F,F,1/22/2003,,09/01/2001,Remove,
44R,11/03/2001,<=2013,17.25,m,R,77D,,R,1/27/2004,,,Remove,
44S,12/10/2002,<=2013,16.17,f,V,L49,,V,03/09/2005,,,Remove,
44T,12/29/2002,<=2013,16.17,M,R,95A,R,R,,,04/11/2011,IN CS,
44V,2/13/2004,<=2013,15,f,KK,O55,,KK,11/27/2018,,,Remove,
44Z,01/01/2005,<=2013,14.08,m,V,L66,,V,02/01/2007,,,Remove,
450,03/08/1971,<=2013,47.92,m,I,CS,F,F,,13-Jun-75,05/01/1975,Dead,
451,2/17/1971,<=2013,48,m,K,LI,,K,2/14/1972,,,Remove,
452,03/05/1971,<=2013,47.92,m,K,7,,K,2/14/1972,,,Remove,
453,4/20/1971,<=2013,47.83,f,K,P5,,K,2/18/1972,,,Remove,
454,3/18/1971,<=2013,47.92,f,I,TO,nT,nT,02/03/1992,,04/01/1987,Remove,
455,2/24/1971,<=2013,48,m,I,WE,M,M,1/26/1984,,08/01/1978,Remove,
456,4/14/1971,<=2013,47.83,f,F,AC,,F,,28-Nov-75,,Dead,
457,4/20/1971,<=2013,47.83,m,F,G8,I,I,,07-Sep-82,10/01/1981,Dead,
458,03/03/1971,<=2013,47.92,f,J,Z4,,J,2/21/1984,,,Remove,
459,02/10/1971,<=2013,48,m,J,A6,I,I,02/08/1990,,8/15/1989,Remove,
45A,12/15/1992,<=2013,26.17,m,S,I95,CC,CC,02/06/2004,,09/04/2003,Remove,
45B,03/07/1993,<=2013,25.92,m,S,S37,,S,01/10/1996,,,Remove,
45C,12/31/1993,<=2013,25.17,f,F,I68,,F,1/24/1996,,,Remove,
45D,1/17/1995,<=2013,24.08,f,R,H45,,R,,03-Feb-97,,Dead,
45E,12/30/1995,<=2013,23.17,f,R,S97,,R,,14-Mar-97,,Dead,
45F,2/18/1996,<=2013,23,f,F,679,nKK,KK,,04-Apr-12,06/07/2000,Dead,
45G,1/20/1997,<=2013,22.08,m,F,V65,,F,1/26/1999,,,Remove,
45H,02/01/1997,<=2013,22,m,R,869,nGG,nGG,02/05/1999,,05/01/1997,Remove,
45I,01/09/1998,<=2013,21.08,f,F,04A,nII,nII,1/17/2001,,8/24/1999,Remove,
45J,12/18/1997,<=2013,21.17,m,BB,N37,,BB,03/09/2004,,,Remove,
45K,12/09/1998,<=2013,20.17,f,R,S55,nJJ,JJ,02/06/2002,,8/16/1999,Remove,
45L,12/03/1999,<=2013,19.17,m,F,Z07,,F,,17-Oct-01,,Dead,
45N,11/03/1999,<=2013,19.25,f,D,T85,S,S,02/06/2002,,11/14/1999,Remove,
45O,1/17/2001,<=2013,18.08,m,BB,L29,,BB,1/29/2003,,,Remove,
45P,12/27/2000,<=2013,18.17,f,F,56A,,F,2/27/2003,,,Remove,
45R,1/16/2002,<=2013,17.08,f,S,S37,,S,,08-Sep-09,,Dead,
45S,12/14/2002,<=2013,16.17,f,V,T98,,V,02/09/2005,,,Remove,
45T,12/01/2002,<=2013,16.17,f,V,15E,,V,2/15/2005,,,Remove,
45V,10/29/2003,<=2013,15.33,m,R,32A,,R,02/07/2006,,,Remove,
45Z,11/12/2004,<=2013,14.25,F,V,20C,,V,,,,IN CS,
46,01/01/1938,<=2013,81.08,f,U,?,nB,nB,,19-May-60,01/01/1960,Dead,
460,02/05/1971,<=2013,48,f,K,ZQ,,K,2/18/1972,,,Remove,
461,2/26/1971,<=2013,48,m,K,H6,,K,2/18/1972,,,Remove,
462,6/21/1971,<=2013,47.67,m,F,P8,I,I,,27-Sep-82,10/01/1981,Dead,
463,3/23/1971,<=2013,47.92,f,H,3N,,H,9/29/1972,,,Remove,
464,03/03/1971,<=2013,47.92,m,E,F9,,E,08/02/1972,,,Remove,
465,2/28/1971,<=2013,48,f,H,N5,,H,8/21/1972,,,Remove,
466,04/08/1971,<=2013,47.83,m,H,S017,,H,8/21/1972,,,Remove,
467,2/20/1971,<=2013,48,f,E,ED,,E,9/27/1972,,,Remove,
468,4/16/1971,<=2013,47.83,m,H,B9,,H,9/28/1972,,,Remove,
469,2/24/1971,<=2013,48,m,K,2F,,K,2/23/1972,,,Remove,
46A,01/03/1993,<=2013,26.08,m,S,E04,,S,1/24/1996,,,Remove,
46B,03/06/1993,<=2013,25.92,f,S,J74,,S,,30-Oct-03,,Dead,
46C,1/15/1994,<=2013,25.08,f,F,O44,,F,,24-Apr-95,,Dead,
46D,1/23/1995,<=2013,24.08,m,R,O33,nII,nII,1/23/2002,,8/24/1999,Remove,
46E,04/10/1996,<=2013,22.83,f,R,54B,,R,1/21/1998,,,Remove,
46F,3/21/1996,<=2013,22.92,f,F,J95,,F,,09-Mar-10,,Dead,
46G,1/27/1997,<=2013,22.08,m,F,R65,,F,,01-Jan-98,,Dead,
46H,12/26/1996,<=2013,22.17,f,S,N16,,S,1/27/1999,,,Remove,
46I,12/26/1997,<=2013,21.17,f,F,I68,,F,,01-Dec-99,,Dead,
46J,12/25/1997,<=2013,21.17,m,D,O36,,D,2/22/2001,,,Remove,
46K,12/14/1998,<=2013,20.17,f,R,V24,,R,02/02/2006,,,Remove,
46L,12/27/1999,<=2013,19.17,f,F,Z97,F,F,1/23/2002,,11/10/2000,Remove,
46N,11/12/1999,<=2013,19.25,M,S,T83,F,F,,,12/20/2017,IN CS,
46O,1/17/2001,<=2013,18.08,f,BB,V99,,BB,1/28/2003,,,Remove,
46P,12/06/2000,<=2013,18.17,m,F,X17,,F,,14-Mar-02,,Dead,
46R,12/18/2001,<=2013,17.17,m,BB,V99,,BB,2/24/2004,,,Remove,
46S,11/16/2002,<=2013,16.25,f,V,79I,,V,,17-Aug-07,,Dead,***
46T,11/23/2002,<=2013,16.25,m,V,T03,,V,2/22/2005,,,Remove,
46V,11/15/2003,<=2013,15.25,m,KK,L84,,KK,03/08/2005,,,Remove,
46Z,12/28/2004,<=2013,14.17,m,V,J41,KK,KK,12/18/2018,,05/03/2013,Remove,
470,05/07/1971,<=2013,47.75,f,I,XC,nS,S,,26-Apr-93,01/01/1986,Dead,
471,3/19/1971,<=2013,47.92,f,F,FC,,F,,06-Mar-81,,Dead,
472,03/02/1971,<=2013,47.92,f,F,?,nM,nM,1/26/1984,,10/01/1973,Remove,
473,04/12/1971,<=2013,47.83,f,L,V7,,L,,28-May-74,,Dead,
474,02/12/1971,<=2013,48,f,L,DT,,L,,12-Jan-83,,Dead,
475,2/21/1971,<=2013,48,f,H,H9,,H,8/21/1972,,,Remove,
476,5/20/1971,<=2013,47.75,f,F,K1,nP,nP,1/15/1985,,12/01/1983,Remove,
477,5/30/1972,<=2013,46.75,m,L,278,,L,,18-Apr-73,,Dead,
478,4/15/1972,<=2013,46.83,m,L,62,L,L,,18-Aug-80,04/01/1980,Dead,
479,4/25/1972,<=2013,46.83,f,L,V7,,L,,13-Oct-74,,Dead,
47A,01/01/1993,<=2013,26.08,f,S,L97,nDD,nDD,2/27/2002,,05/01/1997,Remove,
47B,12/07/1992,<=2013,26.17,m,R,N41,,R,1/30/1996,,,Remove,
47C,1/18/1994,<=2013,25.08,m,F,J89,,F,01/11/1996,,,Remove,
47D,01/09/1995,<=2013,24.08,f,R,J69,,R,02/07/1997,,,Remove,
47E,02/12/1996,<=2013,23,m,R,S73,,R,1/21/1998,,,Remove,
47F,02/12/1996,<=2013,23,f,F,X86,,F,1/22/1998,,,Remove,
47G,3/23/1997,<=2013,21.92,m,F,I70,,F,02/02/1999,,,Remove,
47H,1/24/1997,<=2013,22.08,f,S,S37,,S,1/27/1999,,,Remove,
47I,11/14/1997,<=2013,21.25,f,F,X44,,F,1/23/2001,,,Remove,
47J,1/28/1998,<=2013,21.08,f,S,Z82,,S,,13-Jan-00,,Dead,
47K,11/22/1998,<=2013,20.25,f,R,N40,,R,,08-Jun-04,,Dead,
47L,01/09/2000,<=2013,19.08,f,F,K11,,F,,01-Dec-08,,Dead,
47N,11/23/1999,<=2013,19.25,m,R,Z53,,R,,31-Dec-01,,Dead,
47O,3/20/2001,<=2013,17.92,f,CC,Z75,,CC,1/31/2003,,,Remove,
47P,01/01/2001,<=2013,18.08,m,F,?,,F,1/22/2003,,,Remove,
47R,11/03/2001,<=2013,17.25,f,CC,55F,,CC,1/27/2004,,,Remove,
47S,10/27/2002,<=2013,16.33,m,V,78I,R,R,,01-Dec-08,6/13/2008,Dead,
47T,11/02/2002,<=2013,16.25,f,V,J41,,V,02/09/2005,,,Remove,
47V,10/24/2003,<=2013,15.33,m,HH,55A,R,R,1/29/2010,,5/13/2009,Remove,
47Z,10/08/2004,<=2013,14.33,f,V,31G,,V,,09-Oct-17,,Dead,***
480,2/19/1972,<=2013,47,f,L,TV,,L,,15-Aug-89,,Dead,
481,2/25/1972,<=2013,47,m,L,AS,X,X,,06-Jun-96,11/07/1995,Dead,
